"","Player","G","GS","MP","FG","FGA","FG%","2P","2PA","2P%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","school"
"1164","Ndewedo Newbury",11,0,2.1,0.5,0.5,1,0.5,0.5,1,0.1,0.1,1,0.5,0.8,0.667,0.2,0.3,0.5,0.1,0.1,0.2,0.3,0,1.7,"https://www.sports-reference.com/cbb/schools/san-francisco/2022.html"
"1165","Dzmitry Ryuny",19,0,9.8,0.5,2.2,0.238,0.2,0.5,0.444,0.3,1.7,0.182,0.4,0.5,0.778,0.3,1.3,1.6,0.1,0.4,0.1,0.5,0.7,1.7,"https://www.sports-reference.com/cbb/schools/san-francisco/2022.html"
"1166","Isaiah Hawthorne",7,0,5.3,0.4,1.3,0.333,0.4,0.4,1,0,0.9,0,0.1,0.4,0.333,0.3,0.3,0.6,0.4,0,0.3,0.1,0.6,1,"https://www.sports-reference.com/cbb/schools/san-francisco/2022.html"
"1167","Justin Bieker",10,0,3.6,0.3,0.7,0.429,0.2,0.4,0.5,0.1,0.3,0.333,0.1,0.5,0.2,0.1,0.6,0.7,0.2,0.1,0,0.1,0.3,0.8,"https://www.sports-reference.com/cbb/schools/san-francisco/2022.html"
"1168","Bryce Whitaker",2,0,1.5,0,0.5,0,0,0.5,0,0,0,NA,0.5,1,0.5,0,0,0,0,1,0,0,0,0.5,"https://www.sports-reference.com/cbb/schools/san-francisco/2022.html"
"1169","Jonas Visser",5,0,2,0.2,0.2,1,0.2,0.2,1,0,0,NA,0,0,NA,0.4,0.4,0.8,0,0,0,0.2,0.4,0.4,"https://www.sports-reference.com/cbb/schools/san-francisco/2022.html"
"1170","Alex Barcello",35,35,32.1,5.5,12.2,0.451,3,6.2,0.479,2.5,6,0.421,3.3,3.8,0.865,0.3,3.5,3.8,3.3,0.9,0,1.8,1.7,16.8,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1171","Te'Jon Lucas",34,34,30,4.1,9.3,0.443,3.3,6.7,0.491,0.8,2.6,0.318,1.4,1.9,0.723,0.2,2,2.2,4.7,0.9,0.1,2.3,2,10.4,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1172","Fousseyni Traore",33,21,23.7,3.8,6.5,0.587,3.8,6.2,0.605,0,0.2,0.125,1.9,2.6,0.744,2.8,5.7,8.5,0.9,0.5,1.3,1.5,1.8,9.5,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1173","Gideon George",33,18,22.1,3.1,7.2,0.436,1.8,3.3,0.536,1.3,3.8,0.349,1.2,1.8,0.683,1,4,5,1.2,0.5,0.2,1.3,2,8.8,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1174","Seneca Knight",27,8,22.7,2.5,6.3,0.396,1.7,3.6,0.464,0.8,2.7,0.306,1.7,2.3,0.726,0.9,2.4,3.4,1.4,0.6,0.3,1.2,1.7,7.4,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1175","Caleb Lohner",35,31,23.2,2.9,6.8,0.422,2.5,5,0.494,0.4,1.7,0.213,0.9,1.6,0.554,1.8,4.5,6.4,1.1,0.4,0.2,1.7,2.8,7,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1176","Gavin Baxter",8,7,12,3,4.6,0.649,3,4.4,0.686,0,0.3,0,0.6,1.3,0.5,1.4,1.3,2.6,0.4,0.3,1.1,1,1.5,6.6,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1177","Trevin Knell",35,18,19.5,2.3,5.6,0.406,0.9,1.9,0.493,1.3,3.7,0.362,0.5,0.7,0.696,0.2,1.6,1.8,1,0.3,0,0.7,1.6,6.4,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1178","Spencer Johnson",34,0,19.9,2.1,4.6,0.452,1.2,2.4,0.513,0.9,2.3,0.39,0.8,1.1,0.667,0.8,2.1,2.9,1,0.6,0.2,0.9,2,5.8,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1179","Atiki Ally Atiki",32,3,10.7,1.4,2.4,0.579,1.4,2.4,0.579,0,0,NA,0.3,0.6,0.474,1.2,1.7,2.9,0.3,0,0.8,0.7,2.1,3,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1180","Hunter Erickson",19,0,6.2,0.4,0.9,0.471,0.2,0.5,0.4,0.2,0.4,0.571,0,0.1,0,0.1,0.4,0.4,0.4,0.2,0.1,0.4,0.6,1.1,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1181","Casey Brown",7,0,1.7,0.3,0.6,0.5,0.1,0.1,1,0.1,0.4,0.333,0,0.1,0,0.1,0.1,0.3,0,0,0,0,0,0.7,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1182","Nate Hansen",10,0,1.7,0.2,0.6,0.333,0,0,NA,0.2,0.6,0.333,0,0,NA,0,0,0,0.1,0,0,0.1,0,0.6,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1183","Trey Stewart",11,0,2.6,0.2,0.8,0.222,0.2,0.5,0.333,0,0.3,0,0,0,NA,0.2,0.5,0.6,0.2,0.3,0.1,0.2,0.5,0.4,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1184","Richard Harward",1,0,0,0,1,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,"https://www.sports-reference.com/cbb/schools/brigham-young/2022.html"
"1185","Tyler Robertson",32,32,35.8,4.8,12,0.405,3.1,7,0.439,1.8,5,0.356,3.8,4.3,0.883,0.9,5.4,6.3,4.5,1.3,0.3,2.5,2.3,15.3,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1186","Chris Austin",34,34,31.8,5,11.6,0.429,3.6,7.4,0.49,1.3,4.1,0.319,3.1,4,0.766,0.7,3.6,4.3,1.9,0.4,0.3,2,2.3,14.4,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1187","Moses Wood",33,33,32.1,4.5,9.4,0.476,2.4,4.7,0.51,2.1,4.7,0.442,3.1,3.8,0.824,1.1,4.9,6,1.9,0.8,0.6,2.4,2.2,14.2,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1188","Michael Meadows",26,25,35.5,3.4,8.8,0.387,2.5,5.8,0.421,1,3,0.321,2.3,2.6,0.91,0.3,3,3.3,3,0.9,0.2,1.6,1.5,10.2,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1189","Chika Nduka",34,19,25.2,3,5.7,0.518,2.8,5.2,0.539,0.1,0.5,0.294,1.7,2.5,0.679,2.1,3.5,5.6,1.4,0.6,0.1,1.1,2.8,7.8,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1190","Kristian Sjolund",32,14,19.3,2.5,6.3,0.405,1.2,2,0.585,1.3,4.2,0.319,0.9,1.3,0.732,1,2.8,3.7,0.5,0.4,0.5,0.8,1.8,7.3,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1191","Jack Perry",6,2,26.3,1.3,3.3,0.4,0,0.3,0,1.3,3,0.444,0.7,0.8,0.8,0.5,2.3,2.8,2.3,1.3,0.2,0.8,1.7,4.7,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1192","Matheus Silveira",27,3,7.8,1.7,2.9,0.57,1.7,2.9,0.57,0,0,NA,0.6,0.9,0.625,0.9,0.9,1.7,0.2,0,0.3,0.7,1.3,3.9,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1193","Matija Svetozarevic",23,1,9.7,0.8,2.5,0.333,0.5,1.2,0.444,0.3,1.3,0.233,0.7,0.7,0.938,0.3,1.4,1.7,0.5,0.2,0.1,0.5,0.8,2.6,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1194","Wyatt Watson",6,0,4.5,0.7,1.7,0.4,0.2,0.2,1,0.5,1.5,0.333,0.7,1,0.667,0,0.7,0.7,0,0.2,0.2,0.3,0.3,2.5,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1195","Vasilije Vucinic",28,7,8.3,0.9,1.8,0.51,0.9,1.7,0.521,0,0,0,0.6,0.9,0.68,0.4,1.5,1.8,0.4,0.1,0.3,1.1,1.1,2.4,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1196","Yaru Harvey",29,0,7.7,0.4,0.8,0.545,0.4,0.7,0.579,0,0.1,0.333,0.3,0.5,0.533,0.2,0.7,0.9,0.9,0.4,0,1,1.3,1.1,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1197","Nikola Milosevic",11,0,6.2,0.2,1.1,0.167,0.1,0.5,0.167,0.1,0.5,0.167,0.4,0.5,0.667,0.1,1.2,1.3,0.3,0.3,0,0.5,0.5,0.8,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1198","Andrew Bitrous",1,0,1,0,1,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://www.sports-reference.com/cbb/schools/portland/2022.html"
"1199","Marcellus Earlington",31,29,26.7,4.9,12,0.407,3.5,8,0.44,1.4,4,0.341,2.1,3,0.707,1.7,4.9,6.7,1.2,0.6,0.4,1.8,2.5,13.2,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1200","Jase Townsend",24,15,28.6,3.9,10.2,0.384,2.8,7,0.391,1.2,3.2,0.368,2.3,2.7,0.875,0.2,2.5,2.8,2,0.6,0.1,1.8,2.1,11.3,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1201","Joey Calcaterra",29,23,26.8,3.1,8,0.388,2,4.7,0.416,1.1,3.3,0.347,1.2,1.3,0.872,0.2,2.6,2.8,1.3,0.7,0.1,1.7,1.6,8.5,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1202","Terrell Brown",25,21,22.8,3.7,7.4,0.495,3.6,7.3,0.5,0,0.2,0.25,1,1.5,0.676,2.4,4.6,7,0.5,0.4,2.6,1.2,2.1,8.4,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1203","Yavuz Gultekin",24,3,19.3,3,6.7,0.444,2.4,4.9,0.492,0.5,1.8,0.31,0.9,1.3,0.677,1.4,3.6,5,0.6,0.4,0.1,0.7,1.4,7.3,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1204","Wayne McKinney III",31,20,24.2,2.3,5.4,0.431,1.6,3.5,0.477,0.7,1.9,0.35,1.3,1.9,0.667,0.5,2.2,2.7,1.7,1.1,0.2,1.6,2.5,6.6,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1205","Bryce Monroe",18,13,26.2,2.1,6.1,0.349,1.6,4.4,0.35,0.6,1.6,0.345,1.5,1.8,0.818,0.4,1.6,2,2.2,0.3,0,2,1.3,6.3,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1206","Josh Parrish",28,16,22.9,2.3,3.8,0.619,2.3,3.4,0.663,0.1,0.4,0.2,0.8,1.5,0.524,0.9,1.9,2.8,0.9,0.7,0.5,1.1,1.8,5.5,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1207","Vladimir Pinchuk",27,10,18.3,2.1,4.2,0.509,2.1,4.1,0.518,0,0.1,0,1.1,1.6,0.659,1.3,2.4,3.7,0.8,0.4,0.3,0.8,1.5,5.4,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1208","T.J. Berger",31,5,15.6,1.1,3.2,0.357,0.5,1.2,0.447,0.6,1.9,0.3,0.2,0.4,0.636,0.2,1.3,1.5,0.5,0.4,0.1,0.7,1.2,3.1,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1209","Muon Reath",11,0,6,0.3,0.6,0.429,0.1,0.1,1,0.2,0.5,0.333,0.3,0.5,0.5,0.3,0.5,0.7,0.1,0.1,0.2,0.5,0.4,1,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1210","Dominic Muncey",3,0,2,0,0,NA,0,0,NA,0,0,NA,0.7,0.7,1,0,0,0,0,0,0,0,0,0.7,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1211","Scotty Prunty",4,0,1.8,0.3,0.5,0.5,0.3,0.3,1,0,0.3,0,0,0,NA,0,0.3,0.3,0,0,0,0,0.3,0.5,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1212","Patrick Caero",3,0,2,0,0.3,0,0,0.3,0,0,0,NA,0,0.7,0,0.3,0.7,1,0,0.7,0,0,0,0,"https://www.sports-reference.com/cbb/schools/san-diego/2022.html"
"1213","Alphonso Anderson",30,29,28.6,4.4,10.6,0.411,3.3,7.5,0.44,1.1,3.1,0.34,2.3,3.1,0.739,1.6,5.1,6.8,1.8,1.1,0.4,2,2.3,12.1,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1214","Jeremiah Bailey",29,24,27.6,3.7,8.7,0.427,2.4,5.2,0.464,1.3,3.5,0.373,2.6,4,0.652,1.3,4.8,6,1.1,1.3,0.5,2.2,2.9,11.3,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1215","Luke Avdalovic",25,21,30.8,3.1,8.1,0.384,1.2,3,0.419,1.9,5.2,0.364,1.9,2.2,0.87,0.1,1.9,2,0.7,0.6,0.1,1,1,10,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1216","Nicquel Blake",28,11,21.8,3.1,6.8,0.455,2.6,4.9,0.537,0.5,2,0.255,2,2.9,0.695,0.6,2.5,3.2,1.1,0.6,0.3,1.4,1.8,8.8,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1217","Pierre Crockrell",30,29,29.2,3,7.3,0.416,2.8,6.8,0.419,0.2,0.5,0.375,0.4,0.9,0.5,0.4,1.9,2.4,4.3,1.2,0,2.1,2.1,6.7,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1218","Greg Outlaw",13,6,17.2,2,4.4,0.456,1.4,3.2,0.439,0.6,1.2,0.5,1.2,2,0.577,1.3,2.2,3.5,0.2,0.5,0.2,1.1,1.5,5.8,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1219","Khaleb Wilson-Rouse",30,15,19.5,1.6,4.2,0.392,1.2,2.6,0.449,0.5,1.6,0.298,1.2,1.4,0.86,0.2,1.3,1.6,1,0.6,0.1,0.8,1.6,5,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1220","Sam Freeman",29,7,12.1,1.8,3,0.602,1.8,3,0.602,0,0,NA,0.6,1.1,0.516,1.2,1.9,3.1,0.1,0.1,0.6,0.6,1.8,4.2,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1221","Jordan Bell",29,5,13.5,1.4,4.2,0.344,1.1,2.4,0.478,0.3,1.8,0.17,0.3,0.6,0.588,1,2.7,3.8,0.8,0.6,0.4,0.6,1.3,3.6,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1222","Jaden Byers",29,1,9.2,1,2.4,0.414,1,2,0.492,0,0.4,0,1.1,1.8,0.596,0.1,0.6,0.7,0.4,0.2,0.1,0.8,0.7,3.1,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1223","Jalen Brown",20,2,12.2,0.8,3,0.25,0.1,0.7,0.143,0.7,2.3,0.283,0.3,0.3,1,0.2,0.7,0.9,0.2,0,0.1,0.2,0.8,2.4,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1224","Greydon Edwards",6,0,1.8,0.2,0.5,0.333,0,0,NA,0.2,0.5,0.333,0,0,NA,0,0.3,0.3,0,0,0,0.2,0,0.5,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1225","Gabe Oliveira",14,0,2.9,0,0,NA,0,0,NA,0,0,NA,0,0.1,0,0,0.4,0.4,0.4,0.1,0.1,0.3,0.6,0,"https://www.sports-reference.com/cbb/schools/pacific/2022.html"
"1226","Eli Scott",29,29,35.4,6.4,12.4,0.518,6.2,11.3,0.552,0.2,1.1,0.182,4.3,5.6,0.761,2.2,4.2,6.4,3,0.7,0.4,3.7,2.1,17.4,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1227","Joe Quintana",29,29,33.1,3.8,9.5,0.404,1,2.8,0.341,2.9,6.7,0.43,2.6,2.8,0.925,0.2,2.8,3,1.8,1.1,0.1,1.3,2.3,13.1,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1228","Dameane Douglas",13,10,24.5,4.2,7.5,0.567,3.8,6.3,0.61,0.4,1.2,0.333,2,3,0.667,0.8,3.8,4.5,1.1,1,0.5,1.8,1.6,10.8,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1229","Keli Leaupepe",25,25,26.2,3.5,7.4,0.47,2.2,3.9,0.557,1.3,3.5,0.375,0.9,1.2,0.742,1.8,3,4.8,0.8,0.7,0.5,1.5,3.4,9.2,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1230","Jalin Anderson",18,3,22.3,3.4,7.5,0.459,2.4,4.5,0.543,1,3,0.333,0.5,0.7,0.75,0.2,1.2,1.3,1.7,0.7,0,1.6,2.1,8.4,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1231","Cameron Shelton",29,27,31.3,3,6.9,0.432,2.3,4.4,0.52,0.7,2.5,0.278,1.8,3,0.593,0.3,2.7,2.9,2.3,1.1,0.1,1.4,2.5,8.4,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1232","Alex Merkviladze",29,10,20.4,1.9,4.7,0.394,1,2.2,0.469,0.8,2.5,0.329,0.6,0.9,0.667,0.7,2.6,3.3,0.5,0.2,0.1,1.2,2.1,5.2,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1233","Kwane Marble",29,9,18.8,1.7,3.6,0.457,1.1,2,0.559,0.5,1.6,0.326,1,1.7,0.6,0.7,1.9,2.6,0.7,0.4,0.1,0.9,2.1,4.9,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1234","David Elliott IV",5,0,4,0.8,2.6,0.308,0.4,0.8,0.5,0.4,1.8,0.222,0,0,NA,0,0.4,0.4,0,0.4,0,0.2,0.2,2,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1235","Gary Harris",11,0,7.5,0.8,1.8,0.45,0.8,1.5,0.563,0,0.4,0,0.4,0.5,0.667,0.7,0.7,1.5,0.4,0.5,0,0.7,1.5,2,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1236","Lamaj Lewis",28,2,10.7,0.4,1.6,0.273,0.3,0.9,0.375,0.1,0.7,0.15,0.1,0.4,0.4,0.4,1.3,1.7,0.6,0.1,0.2,0.4,1.1,1.1,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1237","Quentin Jackson",10,1,4,0.3,0.9,0.333,0.2,0.7,0.286,0.1,0.2,0.5,0.1,0.2,0.5,0.1,0.2,0.3,0,0.1,0,0.2,0.1,0.8,"https://www.sports-reference.com/cbb/schools/loyola-marymount/2022.html"
"1238","Houston Mallette",32,29,31.7,4.9,11.1,0.441,2.7,5.3,0.506,2.2,5.8,0.382,1.6,2.1,0.773,0.3,3.1,3.3,1.9,0.7,0.2,1.3,2.2,13.6,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1239","Jan Zidek",29,29,28.9,4.8,11.4,0.418,3.5,7.2,0.486,1.3,4.2,0.303,2.6,2.9,0.881,1,2.7,3.7,1.3,0.4,0,1.4,1.4,13.3,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1240","Maxwell Lewis",21,2,19.5,3.9,9.1,0.422,2.3,4.8,0.475,1.6,4.3,0.363,1.8,2.2,0.804,1,2.3,3.2,1.2,1.1,0.5,2.2,2.1,11,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1241","Mike Mitchell Jr.",32,32,33.2,3.4,9.1,0.379,1.7,4.7,0.36,1.8,4.4,0.4,0.5,0.7,0.696,1,2.9,3.9,4.9,1,0.2,2.9,1.8,9.1,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1242","Keith Fisher",17,17,26.1,3.2,7.8,0.417,2.7,5.5,0.489,0.5,2.2,0.237,1.6,2.2,0.73,1.9,4.5,6.4,1.2,0.4,0.1,1.4,3.4,8.6,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1243","Jade' Smith",27,26,27.1,3.3,8,0.419,3.1,6.9,0.454,0.2,1.1,0.2,1.4,1.9,0.731,1.1,3.1,4.3,2.6,1,0,2.7,2.5,8.3,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1244","Victor Ohia Obioha",29,9,16.6,1.9,4.2,0.447,1.9,4.2,0.447,0,0,NA,1.4,2.1,0.7,2.2,2.9,5.1,0.7,0.4,0.7,1.5,2.5,5.2,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1245","Braun Hartfield",3,0,20.7,1.3,4.3,0.308,0.3,2,0.167,1,2.3,0.429,0.7,1,0.667,0.7,1.7,2.3,1.3,0.3,0.3,3,1.7,4.3,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1246","Carson Basham",26,8,13.7,1.9,3.3,0.563,1.9,3.3,0.563,0,0,NA,0.4,1,0.4,0.7,2,2.7,0.5,0.5,0.7,0.8,1.6,4.2,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1247","Darryl Polk Jr",16,1,20.3,1.2,3.6,0.328,0.8,2.2,0.343,0.4,1.4,0.304,0.6,0.9,0.714,0.4,1.9,2.3,2.5,0.8,0,1.4,2.1,3.4,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1248","Kendall Munson",30,3,14.2,1,2.1,0.453,1,2.1,0.453,0,0,NA,0.5,1.2,0.378,0.8,2,2.7,0.5,0.7,0.4,1,1.9,2.4,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1249","Jay Yoon",17,4,9.7,0.8,1.9,0.394,0.6,1.2,0.476,0.2,0.7,0.25,0.4,0.5,0.778,0.1,1.1,1.2,0.6,0.2,0,0.3,0.8,2.1,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1250","Majok Deng",15,0,9.2,0.7,2.9,0.227,0.2,0.7,0.273,0.5,2.2,0.212,0.2,0.3,0.6,0.4,0.9,1.3,0.3,0.1,0,0.2,0.8,2,"https://www.sports-reference.com/cbb/schools/pepperdine/2022.html"
"1251","Marcus Sasser",12,12,32,5.8,13.2,0.437,2,4.6,0.436,3.8,8.6,0.437,2.4,3.3,0.744,0.3,2.6,2.8,2.6,2.2,0.1,2.2,1.4,17.7,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1252","Kyler Edwards",37,37,34.1,4.4,12,0.369,1.8,4.1,0.44,2.6,7.9,0.333,2.3,3.3,0.697,0.9,5,5.9,3.2,1,0.4,1.6,1.7,13.8,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1253","Fabian White",38,38,27.8,4.9,10,0.491,3.6,6.5,0.555,1.3,3.5,0.371,1.4,2,0.688,2.3,3.4,5.7,1.2,1,1.4,1.2,2.4,12.5,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1254","Josh Carlton",38,28,21.7,4.7,7.5,0.626,4.7,7.5,0.625,0,0,1,2.1,3.7,0.579,3.3,3,6.2,0.8,0.5,1.2,1.6,2.6,11.6,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1255","Taze Moore",36,31,30.1,4.2,9.4,0.441,2.9,5.6,0.525,1.2,3.8,0.319,0.9,1.2,0.727,1.6,3.3,4.9,2.9,1.6,0.6,1.4,2.3,10.4,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1256","Tramon Mark",7,0,20.4,3.6,7.9,0.455,2.9,5.3,0.541,0.7,2.6,0.278,2.3,2.4,0.941,0.4,2,2.4,2.4,1.4,0.3,1.4,2.4,10.1,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1257","Jamal Shead",38,32,31,3.7,9.1,0.405,2.7,5.9,0.462,0.9,3.2,0.298,1.7,2.1,0.802,0.6,2.4,3,5.8,1.6,0.2,2,2.4,10,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1258","Reggie Chaney",37,10,11.8,1.2,1.7,0.71,1.2,1.7,0.71,0,0,NA,0.8,1.3,0.633,0.7,1.5,2.2,0.4,0.4,0.6,0.6,2.1,3.2,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1259","J'Wan Roberts",38,0,16.2,1.3,2.1,0.628,1.3,1.9,0.662,0,0.1,0,0.6,1.2,0.5,2.1,2.9,4.9,0.5,0.6,0.4,0.6,1.4,3.2,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1260","Ramon Walker Jr.",28,2,18.5,1,2.9,0.341,0.4,0.7,0.55,0.6,2.2,0.274,0.6,0.7,0.842,0.8,1.9,2.7,0.5,0.4,0.1,0.5,1.6,3.2,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1261","Robbie Armbrester",17,0,3.7,0.5,0.9,0.5,0.4,0.8,0.5,0.1,0.1,0.5,0.2,0.8,0.231,0.1,0.5,0.5,0.1,0.4,0,0.3,0.4,1.2,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1262","Ja'Vier Francis",18,0,4.1,0.5,0.8,0.643,0.5,0.8,0.643,0,0,NA,0.2,0.5,0.333,0.3,0.6,0.9,0,0.1,0.6,0.3,0.3,1.2,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1263","Ryan Elvin",17,0,2.3,0.2,0.4,0.429,0.1,0.1,1,0.1,0.4,0.333,0.1,0.2,0.667,0.1,0,0.1,0.1,0,0,0,0.2,0.6,"https://www.sports-reference.com/cbb/schools/houston/2022.html"
"1264","Kendric Davis",32,32,34.6,5.8,13.1,0.439,3.3,6.6,0.505,2.4,6.5,0.372,5.5,6.4,0.868,0.5,3.3,3.8,4.4,1.5,0.1,2.7,2.1,19.4,"https://www.sports-reference.com/cbb/schools/southern-methodist/2022.html"
"1265","Marcus Weathers",33,25,28.1,4.6,9.1,0.507,3.9,7.1,0.556,0.7,2,0.333,2.9,4,0.714,2.1,5.4,7.5,1.8,0.5,0.6,1.6,2.4,12.8,"https://www.sports-reference.com/cbb/schools/southern-methodist/2022.html"
"1266","Michael Weathers",31,19,26.8,3.7,8,0.47,3.2,6.5,0.485,0.6,1.5,0.4,2.9,3.7,0.798,1.2,4.8,5.9,2.2,1.6,1.5,2.7,2.7,11,"https://www.sports-reference.com/cbb/schools/southern-methodist/2022.html"
"1267","Emmanuel Bandoumel",33,33,30.8,3.5,9.6,0.361,1.3,3.5,0.376,2.1,6,0.352,1.5,1.9,0.823,0.8,3.1,3.8,1.8,0.6,0.3,1.3,1.7,10.6,"https://www.sports-reference.com/cbb/schools/southern-methodist/2022.html"
"1268","Zach Nutall",33,29,24,2.3,6.6,0.352,0.8,2,0.415,1.5,4.7,0.325,0.6,1.1,0.528,0.4,3.3,3.7,1.5,0.5,0.1,1.1,1.4,6.8,"https://www.sports-reference.com/cbb/schools/southern-methodist/2022.html"
"1269","Tristan Clark",29,1,14.1,1.7,2.5,0.694,1.7,2.5,0.694,0,0,NA,0.8,1.1,0.719,0.9,2.2,3.1,0.6,0.2,0.8,0.6,1.8,4.2,"https://www.sports-reference.com/cbb/schools/southern-methodist/2022.html"
"1270","Zhuric Phelps",32,1,14.9,1.5,3.9,0.387,1.2,2.7,0.459,0.3,1.2,0.231,0.6,0.9,0.6,0.5,1.4,1.9,1,0.8,0.1,1,0.9,3.8,"https://www.sports-reference.com/cbb/schools/southern-methodist/2022.html"
